,run,epoch,loss,accuracy,epoch duration,run duration,lr,batch_size,num_workers,device
0,1,1,4.421425584762815,0.13852813852813853,3.3034212589263916,3.6410882472991943,0.001,64,0,cuda
1,1,2,2.206980239777338,0.17027417027417027,3.164283275604248,7.419946193695068,0.001,64,0,cuda
2,1,3,2.169198120139206,0.21212121212121213,3.211712598800659,11.211570978164673,0.001,64,0,cuda
3,1,4,2.127979297486563,0.19336219336219337,3.1239147186279297,14.922398567199707,0.001,64,0,cuda
4,1,5,2.030451760147557,0.21933621933621933,3.2043662071228027,18.709474802017212,0.001,64,0,cuda
5,1,6,1.9888084304625167,0.21933621933621933,3.206737995147705,22.50654888153076,0.001,64,0,cuda
6,1,7,1.910720833452233,0.25685425685425683,3.1711018085479736,26.273595333099365,0.001,64,0,cuda
7,1,8,1.887230961525767,0.2698412698412698,3.148592233657837,30.02396559715271,0.001,64,0,cuda
8,1,9,1.971325177650947,0.23953823953823955,3.096992015838623,33.723572731018066,0.001,64,0,cuda
9,1,10,1.9972111227536442,0.24963924963924963,3.116654872894287,37.42429161071777,0.001,64,0,cuda
10,1,11,1.9787159086477877,0.23088023088023088,3.2033045291900635,41.20689821243286,0.001,64,0,cuda
11,1,12,2.0062757990232964,0.24386724386724387,3.2376761436462402,45.04221844673157,0.001,64,0,cuda
12,1,13,1.8587468905538365,0.2828282828282828,3.155449151992798,48.77249717712402,0.001,64,0,cuda
13,1,14,1.7862979540061126,0.28715728715728717,3.2137274742126465,52.59185457229614,0.001,64,0,cuda
14,1,15,1.7652827981230501,0.33910533910533913,3.23225474357605,56.42789268493652,0.001,64,0,cuda
15,1,16,1.659790708389117,0.33044733044733043,3.197052001953125,60.26077723503113,0.001,64,0,cuda
16,1,17,1.5691016016240416,0.40115440115440115,3.105914354324341,63.98163294792175,0.001,64,0,cuda
17,1,18,1.580441432425814,0.37373737373737376,3.126504421234131,67.70341539382935,0.001,64,0,cuda
18,1,19,1.7865889671044948,0.3939393939393939,3.2178587913513184,71.54013705253601,0.001,64,0,cuda
19,1,20,1.8821478166965524,0.31024531024531027,3.2027642726898193,75.35567569732666,0.001,64,0,cuda
20,1,21,1.651847022436398,0.37806637806637805,3.311711311340332,79.31104469299316,0.001,64,0,cuda
21,1,22,1.4468317848951442,0.455988455988456,3.212902307510376,83.19057559967041,0.001,64,0,cuda
22,1,23,1.4351065955292783,0.443001443001443,3.2030272483825684,87.03164339065552,0.001,64,0,cuda
23,1,24,1.2584519804298104,0.4935064935064935,3.2649688720703125,90.90550804138184,0.001,64,0,cuda
24,1,25,1.0783017586492012,0.5873015873015873,3.212900161743164,94.75291061401367,0.001,64,0,cuda
25,1,26,1.0459730410988712,0.5916305916305916,3.1761562824249268,98.57001733779907,0.001,64,0,cuda
26,1,27,1.0414187416197762,0.6147186147186147,3.139744758605957,102.34457755088806,0.001,64,0,cuda
27,1,28,1.2053168721357292,0.5613275613275613,3.1917405128479004,106.16635966300964,0.001,64,0,cuda
28,1,29,1.286257801977931,0.5194805194805194,3.169656991958618,109.96448850631714,0.001,64,0,cuda
29,1,30,1.0947042725991034,0.6103896103896104,3.1774656772613525,113.76315450668335,0.001,64,0,cuda
30,1,31,0.9125068259961677,0.6681096681096681,3.1161322593688965,117.49635291099548,0.001,64,0,cuda
31,1,32,0.957528333041231,0.6782106782106783,3.129737615585327,121.27423548698425,0.001,64,0,cuda
32,1,33,0.8749433155527706,0.6897546897546898,3.2725138664245605,125.18430137634277,0.001,64,0,cuda
33,1,34,0.8848063412510816,0.6911976911976911,3.219231367111206,129.03749108314514,0.001,64,0,cuda
34,1,35,0.6468293216149357,0.7691197691197691,3.2039053440093994,132.88334345817566,0.001,64,0,cuda
35,1,36,0.5656163549698449,0.7821067821067821,3.186678647994995,136.73461842536926,0.001,64,0,cuda
36,1,37,0.4670055401101601,0.8383838383838383,3.1776466369628906,140.54989457130432,0.001,64,0,cuda
37,1,38,0.4143511920436292,0.8672438672438673,3.181278705596924,144.38391876220703,0.001,64,0,cuda
38,1,39,0.8634348187439713,0.7864357864357865,3.1782307624816895,148.21170330047607,0.001,64,0,cuda
39,1,40,0.9567928514611326,0.7085137085137085,3.1861462593078613,152.05409717559814,0.001,64,0,cuda
40,1,41,0.7566751369838247,0.7662337662337663,3.178363561630249,155.86795568466187,0.001,64,0,cuda
41,1,42,0.7738504394308313,0.7907647907647908,3.1836986541748047,159.6908779144287,0.001,64,0,cuda
42,1,43,0.9533075890671812,0.6998556998556998,3.161475896835327,163.50002241134644,0.001,64,0,cuda
43,1,44,0.8338244346657184,0.7229437229437229,3.1983144283294678,167.35998058319092,0.001,64,0,cuda
44,1,45,0.556857408985259,0.8398268398268398,3.2227630615234375,171.2339129447937,0.001,64,0,cuda
45,1,46,0.6770146766954342,0.8441558441558441,3.1490366458892822,175.0295705795288,0.001,64,0,cuda
46,1,47,0.7650915954536174,0.7806637806637806,3.21987247467041,178.9069151878357,0.001,64,0,cuda
47,1,48,0.7764925509476215,0.7922077922077922,3.2425026893615723,182.80012440681458,0.001,64,0,cuda
48,1,49,0.7354840127076594,0.7748917748917749,3.2705776691436768,186.70375275611877,0.001,64,0,cuda
49,1,50,0.6282754898243308,0.8167388167388168,3.186147928237915,190.55686497688293,0.001,64,0,cuda
50,1,51,0.4755166145458194,0.8585858585858586,3.181438684463501,194.3805387020111,0.001,64,0,cuda
51,1,52,0.3367340849204497,0.9148629148629148,3.167602062225342,198.1934769153595,0.001,64,0,cuda
52,1,53,0.23501546931430203,0.9336219336219336,3.2105538845062256,202.03333163261414,0.001,64,0,cuda
53,1,54,0.22508537251109856,0.937950937950938,3.2123496532440186,205.89194345474243,0.001,64,0,cuda
54,1,55,0.3425901346392446,0.9148629148629148,3.1415107250213623,209.68617963790894,0.001,64,0,cuda
55,1,56,0.33764146734969785,0.911976911976912,3.158219814300537,213.51425576210022,0.001,64,0,cuda
56,1,57,0.38770996191112855,0.898989898989899,3.2381386756896973,217.41011714935303,0.001,64,0,cuda
57,1,58,0.3693552031833544,0.9076479076479076,3.163689136505127,221.23377966880798,0.001,64,0,cuda
58,1,59,0.5736475661719517,0.8412698412698413,3.1609528064727783,225.04136776924133,0.001,64,0,cuda
59,1,60,0.4888764965585816,0.8773448773448773,3.1700096130371094,228.8486042022705,0.001,64,0,cuda
60,1,61,0.38668012522257766,0.9018759018759018,3.113394021987915,232.59903025627136,0.001,64,0,cuda
61,1,62,0.21175658466323974,0.9365079365079365,3.158602714538574,236.40859270095825,0.001,64,0,cuda
62,1,63,0.17156433862396134,0.9682539682539683,3.168497085571289,240.21015644073486,0.001,64,0,cuda
63,1,64,0.2952094822476953,0.9278499278499278,3.1702847480773926,244.02189135551453,0.001,64,0,cuda
64,1,65,0.40820951469532857,0.9321789321789322,3.152726888656616,247.8279390335083,0.001,64,0,cuda
65,1,66,0.8915412955813937,0.8528138528138528,3.217207670211792,251.69651055335999,0.001,64,0,cuda
66,1,67,0.5926245316798553,0.8701298701298701,3.222475290298462,255.55836486816406,0.001,64,0,cuda
67,1,68,0.45389709173342885,0.9062049062049062,3.242340087890625,259.44938588142395,0.001,64,0,cuda
68,1,69,0.52400404636306,0.9148629148629148,3.244974374771118,263.32889199256897,0.001,64,0,cuda
69,1,70,0.7635928517554229,0.8326118326118326,3.167605400085449,267.14011001586914,0.001,64,0,cuda
70,1,71,0.6301465779757947,0.8412698412698413,3.1487672328948975,270.9141058921814,0.001,64,0,cuda
71,1,72,0.3891302842598457,0.8816738816738817,3.211336851119995,274.7891380786896,0.001,64,0,cuda
72,1,73,0.262321389985807,0.9336219336219336,3.2278406620025635,278.6427586078644,0.001,64,0,cuda
73,1,74,0.27241028587281446,0.937950937950938,3.2425053119659424,282.5218188762665,0.001,64,0,cuda
74,1,75,0.2778937170902888,0.9307359307359307,3.2147843837738037,286.3983705043793,0.001,64,0,cuda
75,1,76,0.19100765869946018,0.9538239538239538,3.2538745403289795,290.29019570350647,0.001,64,0,cuda
76,1,77,0.19581667934833322,0.9653679653679653,3.238555669784546,294.16049361228943,0.001,64,0,cuda
77,1,78,0.17840214131714463,0.9567099567099567,3.1348462104797363,297.93207144737244,0.001,64,0,cuda
78,1,79,0.2539516758781147,0.948051948051948,3.1756365299224854,301.7527265548706,0.001,64,0,cuda
79,1,80,0.16891307237021852,0.950937950937951,3.158564805984497,305.5688018798828,0.001,64,0,cuda
80,1,81,0.17149164024498556,0.9538239538239538,3.178366184234619,309.38602685928345,0.001,64,0,cuda
81,1,82,0.132966723427456,0.9725829725829725,3.2224502563476562,313.2471170425415,0.001,64,0,cuda
82,1,83,0.16435517630879842,0.9653679653679653,3.147139310836792,317.0362198352814,0.001,64,0,cuda
83,1,84,0.24056572255290087,0.950937950937951,3.1472480297088623,320.8584637641907,0.001,64,0,cuda
84,1,85,0.09391709282714739,0.974025974025974,3.2060768604278564,324.7081251144409,0.001,64,0,cuda
85,1,86,0.1278719495697025,0.9682539682539683,3.245694160461426,328.6000030040741,0.001,64,0,cuda
86,1,87,0.08239771488080981,0.9754689754689755,3.2244603633880615,332.4694628715515,0.001,64,0,cuda
87,1,88,0.17152251812802766,0.961038961038961,3.1621038913726807,336.27214193344116,0.001,64,0,cuda
88,1,89,0.39038619601193275,0.9393939393939394,3.1615138053894043,340.07781195640564,0.001,64,0,cuda
89,1,90,0.31132673946293915,0.9321789321789322,3.1961917877197266,343.9077591896057,0.001,64,0,cuda
90,1,91,0.5844267178837527,0.9047619047619048,3.1795568466186523,347.73496866226196,0.001,64,0,cuda
91,1,92,0.46919797285638676,0.9090909090909091,3.2283198833465576,351.5979254245758,0.001,64,0,cuda
92,1,93,0.21747078379941365,0.9437229437229437,3.1780736446380615,355.41511631011963,0.001,64,0,cuda
93,1,94,0.15281808294603147,0.9725829725829725,3.189708709716797,359.24342012405396,0.001,64,0,cuda
94,1,95,0.08194814810548166,0.9826839826839827,3.2082815170288086,363.09367632865906,0.001,64,0,cuda
95,1,96,0.04781852129572656,0.9884559884559885,3.166245937347412,366.901255607605,0.001,64,0,cuda
96,1,97,0.03921726981949324,0.9884559884559885,3.176116943359375,370.71412205696106,0.001,64,0,cuda
97,1,98,0.12099893935143001,0.9711399711399712,3.160308837890625,374.5253875255585,0.001,64,0,cuda
98,1,99,0.1194099315145143,0.974025974025974,3.203437089920044,378.37438106536865,0.001,64,0,cuda
99,1,100,0.07831807322477624,0.9783549783549783,3.216465950012207,382.2340531349182,0.001,64,0,cuda
